QueensBridge_Venture_Partners,Josh_Williams,Semil_Shah
General_Catalyst_Partners,Highland_Capital_Partners,New_Markets_Venture_Partners,NewSchools_Venture_Fund,Matt_Greenfield,Steve_Kaufer
Big_Sky_Partners,Greenhouse_Capital_Partners,Noventi_Ventures,Sierra_Angels
Index_Ventures,Kleiner_Perkins_Caufield_&_Byers,Leaf_Clean_Energy,NGP_Energy_Technology_Partners
North_Bay_Angels,Sacramento_Angels,Sierra_Angels
Egis_Capital_Partners,Epiphany_Ventures,Swift_River_Investments
500_Startups,Accel_Partners,IDG_Capital_Partners
Cross_Atlantic_Capital_Partners,North_Hill_Ventures,Sigma_Partners,Updata_Partners
Bezos_Expeditions,Braemar_Energy_Ventures,Business_Development_Bank_of_Canada,Cenovus_Energy,Chrysalix_Energy,Entrepreneurs_Fund,GrowthWorks_Capital
Altos_Ventures,Sigma_Partners,SunAmerica_Ventures
ARCH_Venture_Partners,Illinois_Ventures,Intersouth_Partners
Allen_&_Company,American_Public_Media,Hearst_Ventures,McGraw-Hill_Companies,Jack_Connors
ACT_Venture_Capital,Bertelsmann_Digital_Media_Investments,Gimv,HENQ_Invest,Reed_Elsevier_Ventures,Samosa_Digital
Kleiner_Perkins_Caufield_&_Byers,Morgenthaler_Ventures,Technology_Partners
Alex_Ott,Andy_Honess,Friedrich_Georg_Hoepfner,Paul_Wahl,Raul_Vejar
I2A_Fund,Mercury_Fund,RPM_Ventures
500_Startups,CNF_Investments,Middle_Bridge_Partners,Middleland_Capital,Edward_Norton,Haroon_Mokhtarzada,Jeffrey_Wolfe,Michael_Chasen,Robert_Wolfe,Sonny_Ganguly,Timothy_Chi,Zeki_Mokhtarzada
Amundi_Private_Equity_Funds,Auriga_Partners,Groupe_Siparex,ODYSSEE_VENTURE,OTC_Asset_Management,Ventech
MaRS_Investment_Accelerator_Fund,Brice_Scheschuk,Tim_Lett
Crosslink_Capital,Qualcomm_Ventures,TeleSoft_Partners,VentureTech_Alliance
Acero_Capital,ATA_Ventures,SK_Telecom_Ventures
Costanoa_Venture_Capital,General_Catalyst_Partners,Institutional_Venture_Partners_(IVP),Sequel_Venture_Partners
Canaan_Partners,Council_Ventures,GMG_Capital_Partners,H.I.G._Capital
New_Enterprise_Associates,TriplePoint_Capital,Valhalla_Partners
Ascent_Venture_Partners,Cedar_Fund,Delta_Ventures,Veritas_Venture_Partners
Bee_Partners,CRV,Start_Fund,Geoff_Ralston,Mark_Friedgan
First_Round,Harrison_Metal,Intel_Capital
Founder_Collective,Gemini_Israel_Ventures,General_Catalyst_Partners
Endeavour_Vision,Hummingbird_Ventures,Intel_Capital,Swisscom_Ventures
Jawed_Karim,Keith_Rabois,Kevin_Hartz
Bezos_Expeditions,Digital_Garage,Spark_Capital,Union_Square_Ventures,Kevin_Rose,Timothy_Ferriss
Google_Ventures,Index_Ventures,Kleiner_Perkins_Caufield_&_Byers,Resolute.vc,True_Ventures,Shawn_V._Gruver
BlueCross_BlueShield_Venture_Partners,Clayton_Associates,FCA_Venture_Partners,Sandbox_Industries
500_Startups,reinmkr_capital,Y_Combinator,Justin_Yoshimura
Giza_Venture_Capital,Japan_Ventures,O.D._Kobo
Emergence_Capital_Partners,Foundation_Capital,Greenhouse_Capital_Partners,Rembrandt_Venture_Partners
Emergence_Capital_Partners,Maveron,Mission_Ventures
HV_Holtzbrinck_Ventures,Seventure_Partners,Technologiegruenderfonds_Sachsen
Emergence_Capital_Partners,Golden_Venture_Partners,iNovia_Capital,SoftTech_VC,Version_One_Ventures
Albert_Armengol,Carlos_Domingo,Eneko_Knorr,Hugo_Bloch,Inaki_Ecenarro,Jesus_Monleon,Marek_Fodor
King_Hill_Capital,Lightspeed_Venture_Partners,Northport_Private_Equity
Cisco,Foundation_Capital,Labrador_Ventures,Lightspeed_Venture_Partners
Enterprise_Ireland,ePlanet_Capital,Seventure_Partners
Andreessen_Horowitz,Formation_8,Founders_Fund,Slow_Ventures
AITV,ASBC_LLC,ff_Venture_Capital,Alex_Bresler,Andy_Rankin,Kishore_Ganji,Pankaj_Shah
Gemini_Israel_Ventures,Lightspeed_Venture_Partners,Pierre_Chappaz
Abalis_Finance,BioMedPartners,LSP_BioVentures,MedVenture_Associates,Vesalius_Biocapital_Partners,VI_Partners
Firelake_Capital_Management,Medley_Partners,Trident_Capital,XSeed_Capital
500_Startups,Disney_Accelerator,Techstars
MBC_Ventures,R&R_Ventures,STC_Ventures
Google_Ventures,Kapor_Capital,Linden_Lab,True_Ventures
Point_Nine_Capital,Square_Peg_Capital,Craig_Winkler,Matt_Rockman
Bain_Capital_Ventures,Rembrandt_Venture_Partners,True_Ventures
Founder_Collective,High_Line_Venture_Partners,SV_Angel,Valhalla_Partners,Y_Combinator,Fritz_Lanman,Hank_Vigil,Paul_Buchheit,Sam_Altman,Varsha_Rao
Blumberg_Capital,Georgetown_Angels,Rubicon_Venture_Capital,TMT_Investments
Bessemer_Venture_Partners,Lilly_Ventures,Lux_Capital,Polaris_Partners,Venrock
Altitude_Life_Science_Ventures,SR_One,The_Column_Group,Third_Rock_Ventures,Venrock
Energy_Ventures,Ferd_Venture,Scottish_Equity_Partners_(SEP)
Euroventures_Capital_Advisory,Andreas_Kemi,Marton_Szoke
500_Startups,BoxGroup,Upfront_Ventures,Adam_Jackson,Brian_Lee,David_Tisch,Greg_Badros,Jason_Calacanis,Jason_Putorti,Jay_Weintraub,Jennifer_Lum,Rich_Chen
Alpha_Capital,Chestnut_Ridge_Capital,Defiance_Capital,Heights_Capital_Management,Hudson_Bay_Capital_Management,InterGroup,Iroquois_Capital,Linden_Asset_Management,Midsummer_Capital,Next_View_Partners,Northern_Rivers_Capital_Management,Perceptive_Advisors,The_Hewlett_Fund,Whalehaven_Capital_Fund
Blumberg_Capital,GRA_Venture_Fund,_LLC,Imlay_Investments,InterWest_Partners,Paladin_Capital_Group,Palomar_Ventures,Sigma_Partners
Alliance_of_Angels,Scout_Ventures,Linda_Holliday,Paul_Sethi
Crosslink_Capital,Draper_Fisher_Jurvetson_(DFJ),Draper_Richards,First_Round,InterWest_Partners,Menlo_Ventures,Union_Square_Ventures
Draper_Fisher_Jurvetson_(DFJ),New_Atlantic_Ventures,North_Bridge_Venture_Partners
Inventures,RRE_Ventures,Stanford_University
BlueRun_Ventures,Eastven_Venture_Partners,NeoCarta_Ventures,Osprey_Ventures
3i_Group,Accel_Partners,Amadeus_Capital_Partners,Atlas_Venture,Balderton_Capital,Tudor_Investments
IDInvest_Partners,Lacuna,ZKB_Pharma_Vision_Fund
Index_Ventures,Lerer_Hippeau_Ventures,Silas_Capital,Michael_Preysman
Forward_Ventures,Genesis_Capital,SV_Life_Sciences
Riverbank_Capital_Securities,Sonostar_Capital_Partners,Neil_Flanzraich,Wexford_Spectrum_Investors
Jason_Hall,Jeremy_Wright,Terry_Smith
Advanced_Technology_Ventures,Khosla_Ventures,Kleiner_Perkins_Caufield_&_Byers,Vulcan_Capital
Blueprint_Ventures,DFJ_Growth,Draper_Fisher_Jurvetson_(DFJ),ePlanet_Ventures,GKM,Meritech_Capital_Partners,Oak_Investment_Partners,Rustic_Canyon_Partners
Elevar_Equity,Frontier_Investments_Group,Helion_Venture_Partners,Saama_Capital
Neoteny_Labs,QuestVC,James_Chan,James_Tan
Garage_Technology_Ventures,Grand_Pacific_Investment_&_Development,H&Q_Asia_Pacific
Foundation_Capital,Knight's_Bridge_Capital_Partners,Trinity_Ventures
High_Line_Venture_Partners,Aaron_Iba,Christina_Brodbeck,Cuong_Do,Dwipal_Desai,Jake_Lodwick,Kunal_Shah,Micah_Schaffer,Vijay_Karunamurthy
Accel_Partners,Bessemer_Venture_Partners,FirstMark_Capital,Founders_Fund,Pearson_Education
Bessemer_Venture_Partners,Catalyst_Investors,Institutional_Venture_Partners_(IVP)
Dan_Rose,Harris_Barton,Roy_Rubin
500_Startups,Auren_Hoffman,Brian_Norgard,Dan_Gould,Mark_Goines,Mitchell_Kapor,Saar_Gur,Steve_Anderson,Travis_Kalanick
Cisco,Comcast_Ventures,Intel,Mayfield_Fund,Polaris_Partners
Imlay_Investments,Robert_Jetmundsen,Robert_S._Cramer,_Jr.
Foundation_Capital,Bill_Trenchard,Emil_Michael,Eric_Tilenius,Geoff_Ralston,Jeremy_Verba,Jim_Everingham,Jonny_Schuloff,Michael_Dearing,Paul_Gauthier,Suresh_Nihalani,Tim_Stevens
Alliance_of_Angels,Emerging_Technology_Partners,MedVenture_Associates,OrbiMed_Advisors,TVM_Capital
Canaan_Partners,InterWest_Partners,Sofinnova_Ventures,venBio
Fort_Point_Angels,Wasabi_Ventures,Oleg_Uritsky
Northcap,Seed_Capital,Sunstone_Capital
Fidelity_Ventures,Glynn_Capital_Management,Greylock_Partners,In-Q-Tel,Index_Ventures,Institutional_Venture_Partners_(IVP),Redpoint_Ventures,Samsung_Ventures,Sutter_Hill_Ventures,T._Rowe_Price,Tiger_Global_Management
Canaan_Partners,DCM,Storm_Ventures,Translink_Capital,UMC_Capital
Matrix_Partners,New_Enterprise_Associates,Trinity_Ventures
Bessemer_Venture_Partners,Draper_Fisher_Jurvetson_(DFJ),Lumia_Capital,RPM_Ventures,Saints_Capital
High-Tech_Gruenderfonds,KfW_Bankengruppe,Sympasis_Innovation_Capital
Hercules_Technology_Growth_Capital,Kleiner_Perkins_Caufield_&_Byers,Oak_Investment_Partners,Steamboat_Ventures
Continental_Investors,Suffolk_Equity_Partners,Gary_Vaynerchuk
Fonds_de_solidarité_FTQ,Highland_Capital_Partners,Pappas_Ventures,ProQuest_Investments
Wilmaa,ZKB_Start-up_Finance,Andreas_Widmer
Council_Ventures,GMG_Capital_Partners,H.I.G._Capital
Bloomberg_Beta,Greycroft_Partners,The_Chernin_Group
AE_Ventures,GE_Energy_Financial_Services,Google_Ventures,North_Bridge_Venture_Partners,Shea_Ventures
Canaan_Partners,Frazier_Healthcare_Ventures,Intersouth_Partners,Skyline_Ventures,Three_Arch_Partners
Atlas_Venture,BOLDstart_Ventures,Evolution_Equity_Partners
Altos_Ventures,CyberAgent_Ventures,IMM_Investment
Abacus_Capital_Group,Horizon_Ventures,Hotung_Venture_Group,Invesco_Perpetual,Investor_Growth_Capital,LSI,New_Enterprise_Associates,Pacesetter_Capital_Group
Butterfly_Ventures,Finnvera_Venture_Capital,Raimo_Kuismin
Almi_Invest,Chalmers_Innovation,K-Svets_Venture
Highland_Capital_Partners,New_Enterprise_Associates,Sofinnova_Ventures,WRF_Capital
Ampal-American_Israel,Clal,Dain_Rauscher,DB_Capital_Ventures,DRW_Venture_Partners,Jerusalem_Venture_Partners,Poalim_Ventures,Robertson_Stephens_&_Company,The_Challenge_Funds,Vertex_Venture_Capital
AIB_Seed_Capital_Fund,Delta_Partners_Capital_Limited,Enterprise_Ireland
FuturePlay,Highway1,Kima_Ventures,Leo_Chan
Harbor_Pacific_Capital,m8_Capital,Qualcomm_Ventures
Andreessen_Horowitz,Formation_8,Matrix_Partners,Spark_Capital
North_Bridge_Venture_Partners,Palomar_Ventures,Venio_Capital_Partners
Albion_Ventures,Carbon_Trust,Oxford_Capital_Partners
Aisling_Capital,Fidelity_Biosciences,Kearny_Venture_Partners,OrbiMed_Advisors,Siemens_Venture_Capital
Expansion_Venture_Capital,Northgate_Capital,SoftTech_VC,SV_Angel,Benjamin_Ling,Bill_Trenchard,Charlie_Cheever,Doug_Feirstein
Christopher_J._Rouland,John_J._Huntz,Tom_Noonan
Azure_Capital_Partners,CrunchFund,Ironfire_Capital,Kima_Ventures,Quest_Venture_Partners,Sood_Ventures,StartX,XG_Ventures
betaworks,First_Round,RRE_Ventures,SV_Angel,Alberto_Ibargüen,Dennis_Crowley,Kal_Vepuri,Matt_Witheiler,Nate_Westheimer,Rich_Greenfield,Scott_Belsky,Scott_Birnbaum,Strauss_Zelnick
Benchmark,FirstMark_Capital,KongZhong,Rustic_Canyon_Partners
Cisco,Clearstone_Venture_Partners,Intel_Capital,Sand_Hill_Capital
Hanmi_Venture_Capital,IDG_Ventures_Korea,Tong_Yang_Venture_Capital
Avalon_Ventures,Torrey_Pines_Investment,WuXi_AppTec
Felicis_Ventures,Galvanize_Ventures,Upfront_Ventures,Vayner/RSE,Timothy_Ferriss
High_Peaks_Venture_Partners,KEC_Ventures,Resolute.vc,Jeffrey_P._Parker,Matt_Dwyer,Sam_Wohlstadter,Tom_Falus
Benchmark,DAG_Ventures,Greenspring_Associates,Lightspeed_Venture_Partners,Mesirow_Financial
Globespan_Capital_Partners,RRE_Ventures,Sigma_Partners,Union_Carbide_Employee's_Pension_Plan
Benchmark,Chess_Ventures,H.I.G._Capital
Garnett_Ventures,Kapor_Capital,NewSchools_Venture_Fund,Relay_Ventures,Sand_Hill_Angels
Carmel_Ventures,Index_Ventures,Lightspeed_Venture_Partners
Jolimont_Capital,Tallwood_Venture_Capital,TMT_Ventures
Founder's_Co-op,Golden_Venture_Partners,Origin_Ventures,SurveyMonkey
Ballpark_Ventures,Forward_Partners,Howzat_Partners,Meyer_Bergman,Miroma_Ventures,MMC_Ventures,Playfair_Capital,Alex_Buttle,Harry_Jones,Marc_Hazan,Tom_Leathes
betaworks,Founder_Collective,Lerer_Hippeau_Ventures,RRE_Ventures,VaynerMedia,Dave_Morin,Dustin_Moskovitz,Sam_Lessin
Advantage_Capital_Partners,Connecticut_Innovations,Enhanced_Capital_Partners,Golden_Seeds,LaunchCapital,Vital_Venture_Capital
1-800-FLOWERS.COM,Branford_Castle_Private_Equity,Canaan_Partners,New_Orleans_Startup_Fund,TiE_Angels,Jit_Saxena
Foundry_Group,T-Venture,Individual_Investors
Kaplan,Roser_Ventures,Sofinnova_Ventures
Draper_Fisher_Jurvetson_(DFJ),Eniac_Ventures,General_Catalyst_Partners,SoftBank_Capital,Jonah_Goodhart,Karl_Jacob,Mark_Wachen,Vince_Monical
Mayfield_Fund,Storm_Ventures,UMC_Capital
Digital_Media_Partners,IMG_Investment_Partners,Julien_Chalte
Entree_Capital,Founder_Collective,Life_Sciences_Partners,MassVentures,Mousse_Partners
Implistic_Capital,Quest_Venture_Partners,Y_Combinator,Alex_Le,Anurag_(Anu)_Nigam,Babak_Nivi,Chris_Yeh,Dan_Martin,David_Li,Eric_Chen,Jeff_Fluhr,Justin_Yoshimura,Naval_Ravikant,Richard_Chen,Steve_Newcomb
Judson_Ain,Sean_Meenan,Spencer_Ain
DCM,Globespan_Capital_Partners,Japan_Asia_Investment,Keytone_Ventures,Woodside_Fund
Atlas_Venture,Draper_Fisher_Jurvetson_(DFJ),Goldman_Sachs,Masthead_Venture_Partners
First_Round,Flybridge_Capital_Partners,Founder_Collective,IA_Ventures,Angus_Davis,Michael_Bronner,Ron_Conway
Brightspark_Ventures,Graph_Ventures,The_Social+Capital_Partnership,Dan_Guo,Elmer_Sotto,Ian_Baird,James_Appleyard,Jonathan_Ehrlich,Jordan_Banks
DAG_Ventures,Kleiner_Perkins_Caufield_&_Byers,Liberty_Media,Greg_Maffei
New_Venture_Partners,Philips_Venture_Capital_Fund,TVM_Capital
Atomico,New_Enterprise_Associates,Anil_Hansjee,Jens_Christensen,Philippe_Cases
Institutional_Venture_Partners_(IVP),Investcorp_Technology_Partners,Pritzker_Group_Venture_Capital
Carolyn_Bivens,Jeffrey_LeSage,Martin_Sarafa,Michael_DiGregorio,Peter_Seidel
Accel_Partners,SV_Angel,Caterina_Fake,Diane_Greene,Gideon_Yu,Jeff_Weiner,Mårten_Mickos,Qi_Lu,Youssri_Helmy
Daher_Capital,Double_M_Partners,Greycroft_Partners,Rincon_Venture_Partners,SLP_Ventures,TenOneTen_Ventures,Eytan_Elbaz
ACT_Venture_Capital,Enterprise_Equity_Limited,Enterprise_Ireland
Accel_Partners,DAG_Ventures,Tenaya_Capital
Chicago_Ventures,Hyde_Park_Angels,OCA_Ventures,Pritzker_Group_Venture_Capital
Altair,BRICOLAGE,hiCenter,The_Untitled_Venture_Company,Igor_Ryabenkiy,Konstantin_Siniushin,Pavel_Cherkashin
BlackRock,Crosslink_Capital,Institutional_Venture_Partners_(IVP),Venrock
Qualcomm_Ventures,Rho_Capital_Partners,VantagePoint_Capital_Partners
responsAbility_Ventures_I,VenturEast,Rajiv_Kuchhal
Aisling_Capital,Alta_Partners,Arboretum_Ventures,Asset_Management_Company,Asset_Management_Ventures_(AMV),Domain_Associates,Longitude_Capital
CRV,Draper_Fisher_Jurvetson_(DFJ),Stata_Venture_Partners
August_Capital,Redpoint_Ventures,Upfront_Ventures
Caixa_Capital_Risc,GestiÃ³n_de_Capital_Riesgo_del_PaÃ­s_Vasco,Seed_Capital_de_Bizkaia
Beenos_Partners,BMW_i_Ventures,Initialized_Capital,Khosla_Ventures,Greg_Kidd
Maverick_Capital,Morgan_Stanley,Oak_Investment_Partners,T._Rowe_Price,U.S._Venture_Partners,Venrock,Wellcome_Trust
Menlo_Ventures_Talent_Fund,Plug_&_Play_Ventures,XG_Ventures
Contour_Venture_Partners,ff_Venture_Capital,Seavest_Capital_Partners
Fonds_d'investissement_en_dÃ©veloppement_durable,Innovatech,iNovia_Capital,Ventures_West
Cox_Enterprises,Rembrandt_Venture_Partners,Time_Warner_Investments,Trinity_Ventures,Venrock
Celtic_House_Venture_Partners,Clarium_Capital,Tallwood_Venture_Capital,Torteval_Investments,Wellington_Partners
CyberAgent_Ventures,DCM,Korea_Investment_Partners,Maverick_Capital
Alliance_Entreprendre,Part'Com_Management,SGAM
Camp_One_Ventures,Kima_Ventures,Rick_Marini,VK_Rajaram
Arcadia_Partners,GE_Capital,Investor_Growth_Capital,Leeds_Equity_Partners,Sandler_Capital
Arcturus_Capital,Momentum_Venture_Management,Rincon_Venture_Partners
Andrew_Wilkinson,David_Stevenson,Steven_Myhill-Jones
Evan_Williams,Scott_Belsky,Tony_Hsieh
August_Capital,Clearstone_Venture_Partners,Dot_Edu_Ventures,Focus_Ventures,Jafco_Ventures,Mayfield_Fund
BoxGroup,Index_Ventures,Spark_Capital
Centerpoint_Ventures,Hunt_Ventures,Vesbridge_Partners
Cleveland_Clinic,Early_Stage_Partners,Fletcher_Spaght_Ventures,JumpStart_Inc.,North_Coast_Angel_Fund,Ohio_Tech_Angel_Fund_III,TechColumbus
Fairhaven_Capital_Partners,GrandBanks_Capital,SoftBank_Capital
Beringea_Private_Equity,Enterprise_Ventures,NVM_Private_Equity
Barney_Pell,Dan_Gould,Dave_McClure,David_Jeske,Derek_Sivers,Joe_Gatto
Alain_Ferland,David_Tanguay,Evan_Price,Nick_Merrick
In-Q-Tel,Inflexion_Partners,Intersouth_Partners,Sigma_Partners
Baroda_Ventures,Double_M_Partners,Greycroft_Partners,Clive_Ng,Derek_Norton,Jonas_Svensson,Kamran_Pourzanjani,Roy_Essakow
Kurma_Life_Science_Partners,Life_Sciences_Partners,VI_Partners
Fort_Point_Angels,Tech_Coast_Angels,Oleg_Uritsky
DCM,The_Social+Capital_Partnership,True_Ventures,Jermaine_O'Neal,Joe_Lacob
Prospect_Venture_Partners,Rho_Capital_Partners,The_Column_Group
Aviv_Venture_Capital,Invus,Pitango_Venture_Capital,Viola_Credit
Hopen_Life_Science_Ventures,Southwest_Michigan_First_Life_Science_Fund,Triathlon_Medical_Venture_Partners
Azure_Capital_Partners,Norwest_Venture_Partners_-_NVP,TDF_Ventures
Cormark_Securities_Inc.,GMP_Securities,National_Bank_Financial
Cherubic_Ventures,CrunchFund,Promus_Ventures,SV_Angel,Universal_Music_Group,Adrian_Aoun,Boon_Hwee_Koh,Justin_Kan,Michael_Seibel,Nicolas_Berggruen,Paul_Buchheit,Yi_Pin_Ng
BB_Biotech_Ventures,Endeavour_Vision,Index_Ventures,Johnson_&_Johnson_Development_Corporation
CMEA_Capital,Excel_Venture_Management,Fidelity_Biosciences,Flagship_Ventures,Mediphase_Venture_Partners,Skyline_Ventures
Big_Sky_Partners,Stephen_Friedman,Tony_Mayer
Canaan_Partners,Care_Capital,Mesa_Verde_Venture_Partners,TPG_Growth
Great_Oaks_Venture_Capital,Andy_Dunn,Clint_Peterson
CNF_Investments,Comcast,New_Enterprise_Associates,Revolution_LLC,Ted_Leonsis
Domain_Associates,MB_Venture_Partners,Split_Rock_Partners,Versant_Ventures
Winklevoss_Capital,Benjamin_Ling,Eyal_Goldwerger,Eyal_Gura,Modi_Rosen,Nadav_Peres,Yair_Goldfinger,Yaron_Galai
NewSchools_Venture_Fund,Adam_Miller,Alex_Saltonstall,Chris_Gabrieli,Eileen_Rudden,Josh_Kirkpatrick,Josh_Tolkoff,Rick_Burnes,Steve_Kupfer
China_Investment_&_Development,H&Q_Asia_Pacific,Morningside_Group
ARCH_Venture_Partners,OVP_Venture_Partners,Polaris_Partners,Venrock
August_Capital,Meritech_Capital_Partners,RPM_Ventures
Cesc_Fabregas,Robin_Van_Persie,Thierry_Henry
500_Startups,First_Round,Founder_Collective,Lowercase_Capital,SoftTech_VC,Alex_Zubillaga,Matt_Keiser,Maurice_Werdegar
Angel_CoFund,Rivers_Capital_Partners,Tweed_Renaissance_Investors_Capital
Ecosystem_Ventures,Global_Brain_Corporation,GlobalBrain,TEEC_Angel_Fund,Y_Combinator,David_Beyer,Gianni_Martire,Larry_Braitman,Mark_Cuban,Matt_Ocko,Peter_Bordes,Rich_LeFurgy,Robert_Afshar,Tom_McInerney,Victor_Belfor,Zachary_Bogue
nan,Roland_Berger,Arnab_Gupta,Fred_H._Langhammer,Itzhak_Fisher,Robert_FX_Sillerman
Daniel_Peris,Gina_Tost,Jaime_Ferre,Javier_Casares,Jorge_Guelbenzu,Pedro_Trujillano
Mayfield_Fund,Rembrandt_Venture_Partners,RRE_Ventures,U.S._Venture_Partners
Cabiedes_&_Partners,MMC_Ventures,Piton_Capital
Anthos_Capital,Menlo_Ventures,SherpaVentures
Foundation_Capital,Norwest_Venture_Partners_-_NVP,Sequoia_Capital,Storm_Ventures
betaworks,Milestone_Venture_Partners,Partnership_Fund_for_New_York_City,Union_Square_Ventures,George_Crowley
Labrador_Ventures,Selby_Venture_Partners,Walden_Venture_Capital,Peter_Gotcher,Robert_Kavner
Fletcher_Spaght_Ventures,Merck_Capital_Ventures,Novo_A/S,Solstice_Capital
Costanoa_Venture_Capital,Hyde_Park_Angels,Tugboat_Ventures,U.S._Venture_Partners
Catalyst_Health_&_Technology_Partners,Domain_Associates,InterWest_Partners,Osage_University_Partners,Upstart_Capital
Austin_Ventures,Mercury_Fund,Mohr_Davidow_Ventures,Daniel_Nelson,John_Hime,Robert_Reeves
Intridea,Adam_Lilling,Sam_Teller
BDC_Venture_Capital,Celtic_House_Venture_Partners,GTI_Capital
Alliance_of_Angels,HealthTech_Capital,Keiretsu_Forum,Sand_Hill_Angels
Fairhaven_Capital_Partners,Golden_Seeds,Leo_Capital_Holdings,New_Atlantic_Ventures
Allen_&_Company,New_York_Angels,Rose_Tech_Ventures
Ruta_N,Socialatom_Ventures,Start-Up_Chile,Wayra
Globespan_Capital_Partners,GrandBanks_Capital,Greylock_Partners,HLM_Venture_Partners,Sigma_Partners
